"Organismo","Nome","CAE","Descrição","Setor","Distrito","Concelho","Código
 PME Líder"
"IAPMEI","Smartav, S.A.",,"Comércio a retalho de equipamento audiovisual, em estabelecimentos especializados","Comércio","Ilha da Madeira                                             ","Funchal","L23-06966BCP"
"IAPMEI","Smartestor, Lda.",,"Montagem de trabalhos de carpintaria e de caixilharia","Construção e Imobiliário","Lisboa                                                      ","Sintra","L23-05220BST"
"TP","SMBelga Estabelecimentos de Restauração, Lda.",,"Restaurantes tipo tradicional","Turismo","Braga                                                       ","Braga","L23-09645BKI"
"IAPMEI","Smk - João de Sousa Salgado & C.ª, Lda.",,"Comércio por grosso de vestuário e de acessórios","Comércio","Braga                                                       ","Guimarães","L23-08556BST"
"IAPMEI","Snack - Giro, Unip., Lda.",,"Comércio a retalho de mobiliário e artigos de iluminação, em estabelecimentos especializados","Comércio","Ilha de São Miguel","Ponta Delgada","L23-11745CGD"
"TP","Snack-Bar A Carbonara, Lda.",,"Restaurantes com lugares ao balcão","Turismo","Ilha da Madeira                                             ","Funchal","L23-06562BST"
"IAPMEI","SNG - Garantia e Assistência Automóvel, S.A.",,"Outras actividades de serviços de apoio prestados às empresas, n.e.","Serviços","Santarém                                                    ","Santarém","L23-06058BKI"
"IAPMEI","SNU, Lda.",,"Comércio a retalho de equipamento de telecomunicações, em estabelecimentos especializados","Comércio","Lisboa                                                      ","Sintra","L23-11349CGD"
"IAPMEI","Soares & Feliciano, Unip., Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Ilha de São Miguel","Lagoa (Açores)","L23-08796CGD"
"TP","Soares & Neto, Lda.",,"Hotéis com restaurante","Turismo","Faro                                                        ","Loulé","L23-02021BST"
"IAPMEI","Soares Ribeiro - Construções, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Porto                                                       ","Penafiel","L23-08997CGD"
"IAPMEI","Sobelse - Sociedade de Montagens Industriais, Lda.",,"Instalação de canalizações","Construção e Imobiliário","Porto                                                       ","Vila Nova de Gaia","L23-00973CGD"
"IAPMEI","Sobrais - Fábrica de Radiadores e Componentes Térmicos, Lda.",,"Fabricação de outros componentes e acessórios para veículos automóveis","Indústria","Coimbra                                                     ","Cantanhede","L23-00928NB "
"IAPMEI","Sobralcar - Sociedade Comércio de Veículos e Reparações Auto, Lda.",,"Comércio de veículos automóveis ligeiros","Comércio","Lisboa                                                      ","Sobral de Monte Agraço","L23-03177BCP"
"TP","Sobre a Marina, Lda.",,"Restaurantes tipo tradicional","Turismo","Faro                                                        ","Loulé","L23-05863CGD"
"IAPMEI","Social Animals - Social Media & Advertising, Unip., Lda.",,"Agências de publicidade","Serviços","Lisboa                                                      ","Amadora","L23-07475BCP"
"IAPMEI","Sociconta - Informática e Gestão, Lda.",,"Actividades de contabilidade e auditoria;  consultoria fiscal","Serviços","Santarém                                                    ","Almeirim","L23-02744NB "
"IAPMEI","Sociedade Agrícola Caneja, Lda.",,"Cerealicultura (excepto arroz)","Agricultura e Pescas","Santarém                                                    ","Almeirim","L23-07996CGD"
"IAPMEI","Sociedade Agrícola de Codeçosa, Lda.",,"Culturas de produtos hortícolas, raízes e tubérculos","Agricultura e Pescas","Porto                                                       ","Santo Tirso","L23-10808CAM"
"IAPMEI","Sociedade Agrícola dos Patos, Lda.",,"Cultura de arroz","Agricultura e Pescas","Beja                                                        ","Ferreira do Alentejo","L23-10965NB "
"IAPMEI","Sociedade Agrícola J.B. Gaga, Unip., Lda.",,"Culturas de produtos hortícolas, raízes e tubérculos","Agricultura e Pescas","Lisboa                                                      ","Azambuja","L23-05082CGD"
"IAPMEI","Sociedade Agrícola Quinta da Seara d' Ordens, Lda.",,"Viticultura","Agricultura e Pescas","Vila Real                                                   ","Peso da Régua","L23-08999BPI"
"IAPMEI","Sociedade Agro-Pecuária Cravosa e Silva Neves, Lda.",,"Agricultura e produção animal combinadas","Agricultura e Pescas","Évora                                                       ","Évora","L23-10798BCP"
"IAPMEI","Sociedade Agro-Pecuária H.C.R., Lda.",,"Criação de outros bovinos (excepto para produção de leite) e búfalos","Agricultura e pescas","Évora                                                       ","Évora","L23-10843BST"
"IAPMEI","Sociedade Agro-Pecuária Palaio, Lda.",,"Agricultura e produção animal combinadas","Agricultura e Pescas","Setúbal                                                     ","Palmela","L23-08904CAM"
"TP","Sociedade Agro-Turística Quinta dos Perfumes, Lda.",,"Turismo no espaço rural","Turismo","Faro                                                        ","Tavira","L23-05882CAM"
"IAPMEI","Sociedade Artística, Manufaturas Químicas e Metálicas, Lda.",,"Fabricação de embalagens metálicas ligeiras","Indústria","Viana do Castelo                                            ","Monção","L23-09193NB "
"IAPMEI","Sociedade Cerâmica do Alto, Lda.",,"Fabricação de tijolos","Indústria","Aveiro                                                      ","Águeda","L23-01419NB "
"TP","Sociedade Concessionária do Hotel Roma, S.A.",,"Hotéis com restaurante","Turismo","Lisboa                                                      ","Lisboa","L23-11044BST"
"IAPMEI","Sociedade da Água de Monchique, S.A.",,"Engarrafamento de águas minerais naturais e de nascente","Indústria","Faro                                                        ","Monchique","L23-03281NB "
"TP","Sociedade de Cafés e Bilhares Diu, Lda.",,"Restaurantes com lugares ao balcão","Turismo","Porto                                                       ","Porto","L23-08610BCP"
"IAPMEI","Sociedade de Calçado Pilar, Lda.",,"Fabricação de calçado","Indústria","Aveiro                                                      ","Santa Maria da Feira","L23-10941NB "
"IAPMEI","Sociedade de Construções - V.B.L., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Porto                                                       ","Maia","L23-08361BCP"
"IAPMEI","Sociedade de Construções António Monteiro & C.ª.., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Braga                                                       ","Barcelos","L23-07199NB "
"IAPMEI","Sociedade de Construções Campos & Lopes, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Braga                                                       ","Barcelos","L23-03272BCP"
"IAPMEI","Sociedade de Construções Elimur, Lda.",,"Construção de estradas e pistas de aeroportos","Construção e Imobiliário","Leiria                                                      ","Ansião","L23-08647BCP"
"IAPMEI","Sociedade de Construções Gomes & Jesus, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Lisboa                                                      ","Torres Vedras","L23-02909BCP"
"IAPMEI","Sociedade de Ensino Central de Santa Iria, Lda.",,"Ensinos básico (3º Ciclo) e secundário geral","Serviços","Lisboa                                                      ","Loures","L23-01473MG "
"IAPMEI","Sociedade de Fundição Injectada Maceira, Lda.",,"Fabricação de fechaduras, dobradiças e de outras ferragens","Indústria","Leiria                                                      ","Leiria","L23-01431BCP"
"IAPMEI","Sociedade de Pesca Infante, Lda.",,"Pesca marítima ","Agricultura e Pescas","Faro                                                        ","Olhão","L23-01436CGD"
"IAPMEI","Sociedade de Pesca Nuno Pedro, Lda.",,"Pesca marítima ","Agricultura e Pescas","Setúbal                                                     ","Sesimbra","L23-07936BPI"
"IAPMEI","Sociedade de Pescas Torcato & Ferreira, Lda.",,"Pesca marítima ","Agricultura e Pescas","Lisboa                                                      ","Lourinhã","L23-07863CGD"
"IAPMEI","Sociedade de Refrigerantes Baía, Lda.",,"Comércio por grosso de bebidas alcoólicas","Comércio","Santarém                                                    ","Vila Nova da Barquinha","L23-01434CGD"
"IAPMEI","Sociedade de Transportes da Lagariça, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Lisboa                                                      ","Mafra","L23-09777BCP"
"IAPMEI","Sociedade de Transportes Floridos, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Viana do Castelo                                            ","Monção","L23-01603CGD"
"IAPMEI","Sociedade de Transportes Poiarenses, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Coimbra                                                     ","Vila Nova de Poiares","L23-01435BCP"
"TP","Sociedade do Restaurante das Arcadas do Estoril, Lda.",,"Restaurantes tipo tradicional","Turismo","Lisboa                                                      ","Cascais","L23-07890CGD"
"IAPMEI","Sociedade Farmacêutica Lavrafarma, Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Porto                                                       ","Matosinhos","L23-00856BCP"
"TP","Sociedade Hoteleira São José, Lda.",,"Hotéis com restaurante","Turismo","Porto                                                       ","Porto","L23-02800BCP"
"TP","Sociedade Hoteleira Silvar, Lda.",,"Hotéis com restaurante","Turismo","Lisboa                                                      ","Lisboa","L23-05658NB "
"IAPMEI","Sociedade Industrial Duartes, Lda.",,"Serração de madeira","Indústria","Coimbra                                                     ","Cantanhede","L23-01425NB "
"IAPMEI","Socilégua - Promoção Imobiliária, Lda.",,"Fabricação de artigos de uso doméstico de faiança, porcelana e grés fino","Indústria","Leiria                                                      ","Porto de Mós","L23-08144CGD"
"IAPMEI","Socilink, Lda.",,"Comércio por grosso não especializado","Comércio","Lisboa                                                      ","Vila Franca de Xira","L23-05331CGD"
"IAPMEI","Sociluctor, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Porto                                                       ","Santo Tirso","L23-03984BCP"
"IAPMEI","Socimavis - Comércio e Reparação de Máquinas, Lda.",,"Comércio por grosso de máquinas para a indústria extractiva, construção e engenharia civil","Comércio","Viseu                                                       ","Viseu","L23-00925NB "
"IAPMEI","Socime II - Produtos Médicos, Lda.",,"Comércio por grosso de produtos farmacêuticos","Comércio","Lisboa                                                      ","Oeiras","L23-04015NB "
"IAPMEI","Socinat - Comércio de Madeiras Celulósicas e Transportes, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Leiria                                                      ","Pombal","L23-03744CAM"
"IAPMEI","Socinterpall, Lda.",,"Fabricação de embalagens de madeira","Indústria","Braga                                                       ","Vizela","L23-10748BCP"
"TP","Sociporma - Gestão Hoteleira, Lda.",,"Hotéis com restaurante","Turismo","Porto                                                       ","Porto","L23-03403BCP"
"IAPMEI","Sociveda - Comercialização de Produtos de Arame, S.A.",,"Comércio por grosso de ferragens, ferramentas manuais e artigos para canalizações e aquecimento","Comércio","Porto                                                       ","Maia","L23-04119NB "
"IAPMEI","Sodinâmica - Comércio de Alumínios, Lda.",,"Comércio por grosso de minérios e de metais","Comércio","Ilha da Madeira                                             ","Funchal","L23-02573BST"
"IAPMEI","Sofamóvel - Sociedade de Fabricação de Móveis e Madeira, Lda.",,"Fabricação de mobiliário de madeira para outros fins","Indústria","Leiria                                                      ","Alcobaça","L23-01457CAM"
"IAPMEI","Sofelec, Lda.",,"Fabricação de componentes electrónicos","Indústria","Porto                                                       ","Porto","L23-06716NB "
"TP","Sofia Santos Sousa, Unip., Lda.",,"Cafés","Turismo","Porto                                                       ","Paços de Ferreira","L23-06819BCP"
"IAPMEI","Sofitec - Sociedade Técnica de Moldes, Lda.",,"Fabricação de moldes metálicos","Indústria","Leiria                                                      ","Leiria","L23-03623BCP"
"TP","Sol e Praia - Actividades Turísticas, S.A.",,"Pensões com restaurante","Turismo","Faro                                                        ","Lagos","L23-02135BST"
"IAPMEI","Solanum - Comércio, Importação e Exportação de Produtos Alimentares, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Coimbra                                                     ","Mira","L23-02934CAM"
"IAPMEI","Solimenta - Sociedade de Representações, Lda.",,"Comércio por grosso de bebidas alcoólicas","Comércio","Porto                                                       ","Baião","L23-03234BCP"
"TP","Solpóvoa - Actividades Hoteleiras, Lda.",,"Hotéis sem restaurante","Turismo","Porto                                                       ","Póvoa de Varzim","L23-07386BCP"
"IAPMEI","Solpré - Componentes para Calçado, Lda.",,"Fabricação de componentes para calçado","Indústria","Porto                                                       ","Felgueiras","L23-02588NB "
"IAPMEI","Solstíciochama, Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Castelo Branco                                              ","Covilhã","L23-09844CAM"
"IAPMEI","Soluções Fáceis, Lda.",,"Compra e venda de bens imobiliários","Construção e Imobiliário","Porto                                                       ","Valongo","L23-05438BST"
"IAPMEI","Solvab - Indústria de Solas, Unip., Lda.",,"Fabricação de componentes para calçado","Indústria","Braga                                                       ","Guimarães","L23-07018CGD"
"TP","Soma de Talentos, Lda.",,"Pastelarias e casas de chá","Turismo","Setúbal                                                     ","Alcochete","L23-05470BCP"
"IAPMEI","Somalferdml, Unip., Lda.",,"Fabricação de portas, janelas e elementos similares em metal","Indústria","Viseu                                                       ","Penedono","L23-08547NB "
"IAPMEI","Somar & Crescer, Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Porto                                                       ","Marco de Canaveses","L23-06079BPI"
"IAPMEI","Somassul - Sociedade de Madeiras do Sul, Lda.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Lisboa                                                      ","Lisboa","L23-09023BST"
"IAPMEI","Somaterial, Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Ilha da Madeira                                             ","Santa Cruz","L23-06501BST"
"TP","Sombra Próxima - Snack Bar, Unip., Lda.",,"Bares","Turismo","Ilha de São Miguel","Vila Franca do Campo","L23-06830CGD"
"IAPMEI","Sombras e Alçados - Montagens, Lda.",,"Outras actividades de acabamento em edifícios","Construção e imobiliário","Aveiro                                                      ","Sever do Vouga","L23-07041BST"
"IAPMEI","Somecar - Sociedade Mecânica e Serviços Marítimos, Lda.",,"Fabricação de outros produtos metálicos diversos,  n.e.","Indústria","Porto                                                       ","Vila Nova de Gaia","L23-01713BCP"
"IAPMEI","Someil - Sociedade de Metais Injectados, Lda.",,"Fundição de outros metais não ferrosos","Indústria","Leiria                                                      ","Leiria","L23-02509CGD"
"IAPMEI","Somengil - Soluções Integradas de Engenharia, S.A.",,"Fabricação de máquinas para as indústrias alimentares, das bebidas e do tabaco","Indústria","Aveiro                                                      ","Vagos","L23-09159BCP"
"IAPMEI","Somirav - Sociedade de Reparação Montagem e Aluguer de Máquinas, S.A.",,"Reparação e  manutenção de máquinas e equipamentos","Indústria","Braga                                                       ","Guimarães","L23-03063NB "
"IAPMEI","Somisis - Sociedade de Manutenção de Sistemas Industriais, Lda.",,"Reparação e  manutenção de máquinas e equipamentos","Indústria","Coimbra                                                     ","Figueira da Foz","L23-03210BST"
"IAPMEI","Somitel Telec, Lda. ",,"Outras actividades de telecomunicações","Serviços","Coimbra                                                     ","Figueira da Foz","L23-08679BCP"
"IAPMEI","Sondaloule - Sondagens e Captações de Água, Lda.",,"Extracção de outros minerais não metálicos, n.e.","Indústria","Faro                                                        ","Loulé","L23-04400BPI"
"TP","Sonel Algarve, S.A.",,"Hotéis com restaurante","Turismo","Faro                                                        ","Lagos","L23-04148CGD"
"TP","Sonintur - Sociedade Nacional de Investimentos e Turismo, S.A.",,"Outros estabelecimentos hoteleiros sem restaurante","Turismo","Faro                                                        ","Albufeira","L23-01464CAM"
"TP","Sons Urbanos - Promotora de Eventos, Lda.",,"Restaurantes tipo tradicional","Turismo","Setúbal                                                     ","Almada","L23-10876NB "
"IAPMEI","Sonuplastex - Comércio e Indústria Têxtil, Lda.",,"Fabricação de artigos têxteis confeccionados, excepto vestuário","Indústria","Porto                                                       ","Maia","L23-04878BCP"
"IAPMEI","Soon Business Solutions, S.A.",,"Comércio por grosso de computadores, equipamentos periféricos e programas informáticos","Comércio","Porto                                                       ","Maia","L23-05833BCP"
"IAPMEI","Sopais - Componentes Metálicos, Lda.",,"Fabricação de outros componentes e acessórios para veículos automóveis","Indústria","Aveiro                                                      ","Estarreja","L23-03339BCP"
"IAPMEI","Sopinal - Indústria de Equipamentos e Contentores, S.A.",,"Fabricação de outros produtos metálicos diversos,  n.e.","Indústria","Aveiro                                                      ","Vale de Cambra","L23-01466CGD"
"IAPMEI","Soprofe - Sociedade de Produção Florestal, Lda.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Santarém                                                    ","Abrantes","L23-08315CGD"
"IAPMEI","Sopsa Eco Innovation, S.A.",,"Fabricação de outros reservatórios e recipientes metálicos","Indústria","Porto                                                       ","Santo Tirso","L23-03071BCP"
"IAPMEI","Sopsec - Sociedade de Prestação de Serviços de Engenharia Civil, S.A.",,"Actividades de engenharia e técnicas afins","Serviços","Porto                                                       ","Vila Nova de Gaia","L23-11499BST"
"IAPMEI","Sorriso Beirão - Serviços Médico-Dentários, Lda.",,"Actividades  de medicina dentária e odontologia","Serviços","Santarém                                                    ","Abrantes","L23-05488BCP"
"TP","Sortencanto, Lda.",,"Restaurantes tipo tradicional","Turismo","Lisboa                                                      ","Oeiras","L23-10128BCP"
"IAPMEI","Sosiflex - Produtos Metálicos, Lda.",,"Fabricação de outros produtos metálicos diversos,  n.e.","Indústria","Braga                                                       ","Braga","L23-02012BPI"
"IAPMEI","Sosoares - Caixilharias e Vidros, S.A.",,"Tratamento e revestimento de metais","Indústria","Viseu                                                       ","Viseu","L23-01835CGD"
"IAPMEI","Sotelmicert Construções, Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Porto                                                       ","Felgueiras","L23-06016BCP"
"IAPMEI","Soudias - Carpintaria e Serralharia Sousa Dias, Lda.",,"Fabricação de outras obras de carpintaria para a construção","Indústria","Santarém                                                    ","Ourém","L23-03007NB "
"IAPMEI","Sourcetextile Lda.",,"Confecção de outro vestuário exterior em série","Indústria","Braga                                                       ","Braga","L23-05369BST"
"IAPMEI","Sousa & Garcês, Lda.",,"Instalação de canalizações","Construção e Imobiliário","Ilha de São Miguel","Ponta Delgada","L23-06736BKI"
"IAPMEI","SPC - South Point Care - Especialidade Farmacêuticas, Lda.",,"Comércio por grosso de produtos farmacêuticos","Comércio","Lisboa                                                      ","Lisboa","L23-05502CGD"
"IAPMEI","Spedycargo, Transitários, S.A.",,"Agentes aduaneiros e similares de apoio ao transporte","Transportes","Porto                                                       ","Maia","L23-03663BCP"
"TP","Speti - Sociedade de Exploração e Gestão de Hotéis, S.A.",,"Hotéis com restaurante","Turismo","Lisboa                                                      ","Cascais","L23-11614BCP"
"IAPMEI","Spiravac, Unip., Lda.",,"Fabricação de tubos, condutas, perfis ocos e respectivos acessórios,  de aço","Indústria","Lisboa                                                      ","Loures","L23-00510BCP"
"IAPMEI","Spirax Sarco - Equipamentos Industriais, Lda.",,"Comércio por grosso de outras máquinas e equipamentos","Comércio","Lisboa                                                      ","Oeiras","L23-09841BCP"
"IAPMEI","Spitex II, Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Ilha de São Miguel","Ponta Delgada","L23-00834MG "
"IAPMEI","Splendid Shape, Unip., Lda. (Zona Franca da Madeira)",,"Comércio por grosso não especializado","Comércio","Aveiro                                                      ","São João da Madeira","L23-01179NB "
"IAPMEI","SPMAQ - Soluções Projectos Máquinas, Unip., Lda.",,"Fabricação de outras máquinas diversas para uso específico, n.e.","Indústria","Viseu                                                       ","Tondela","L23-08318BPI"
"TP","Sports & You - Eventos Desportivos, Lda.",,"Organização de feiras, congressos e outros eventos similares","Turismo","Porto                                                       ","Paredes","L23-11406BST"
"IAPMEI","Sportsuma, Lda.",,"Confecção de outro vestuário exterior em série","Indústria","Braga                                                       ","Guimarães","L23-05529MG "
"TP","Spring Prestige, Lda.",,"Restaurantes com espaço de dança","Turismo","Faro                                                        ","Loulé","L23-10747BCP"
"IAPMEI","ST+I - Serviços Técnicos de Informática, Unip., Lda.",,"Edição de outros programas informáticos","Serviços","Vila Real                                                   ","Vila Real","L23-02737BPI"
"IAPMEI","Stap - Reparação, Consolidação e Modificação de Estruturas, S.A.",,"Outras actividades  especializadas de construção diversas, n.e.","Construção e Imobiliário","Lisboa                                                      ","Oeiras","L23-00462BCP"
"IAPMEI","Starmill - Comércio e Assistência de Máquinas, Lda.",,"Comércio por grosso de máquinas-ferramentas","Comércio","Leiria                                                      ","Marinha Grande","L23-09244BPI"
"IAPMEI","Station Alferrarede - Centro de Manutenção de Veículos, Lda.",,"Comércio a retalho de peças e acessórios para veículos automóveis","Comércio","Santarém                                                    ","Abrantes","L23-09839BST"
"IAPMEI","Statusgel, Lda.",,"Comércio por grosso de outros produtos alimentares, n.e.","Comércio","Lisboa                                                      ","Mafra","L23-06083CGD"
"IAPMEI","Steady Flow, Lda.",,"Reparação e  manutenção de máquinas e equipamentos","Indústria","Santarém                                                    ","Ourém","L23-00886NB "
"IAPMEI","Steelplus - Moldes Técnicos, Lda.",,"Fabricação de moldes metálicos","Indústria","Aveiro                                                      ","Vale de Cambra","L23-01688NB "
"IAPMEI","Steelskills - Stainless Steel Solutions, Lda.",,"Fabricação de outros reservatórios e recipientes metálicos","Indústria","Aveiro                                                      ","Vale de Cambra","L23-06371NB "
"IAPMEI","Stellep - Produção de Pellets, S.A.",,"Fabricação de briquetes e aglomerados de hulha e lenhite","Indústria","Vila Real                                                   ","Chaves","L23-08372NB "
"IAPMEI","Step Consolidated, Lda.",,"Actividades de engenharia e técnicas afins","Serviços","Lisboa                                                      ","Lisboa","L23-05499BCP"
"IAPMEI","Step-Ahead Consulting - Tecnologias de Informação, S.A.",,"Actividades de consultoria em informática","Serviços","Lisboa                                                      ","Oeiras","L23-11303NB "
"TP","Steyler Fátima - Actividades Hoteleiras, Lda.",,"Hotéis com restaurante","Turismo","Santarém                                                    ","Ourém","L23-06453BPI"
"IAPMEI","Stofel & Santos, Lda.",,"Fabricação de não tecidos e respectivos artigos, excepto vestuário","Indústria","Coimbra                                                     ","Oliveira do Hospital","L23-02569CGD"
"IAPMEI","Stoffus, Indústria Portuguesa de Sofás, Lda.",,"Fabricação de mobiliário de outros materiais para outros fins","Indústria","Coimbra                                                     ","Montemor-o-Velho","L23-05002CAM"
"IAPMEI","Stonegzq - Especialistas em Stones, Granitos, Mármores, Corian e Cerâmica, Unip., Lda.",,"Fabricação de artigos de granito e de rochas, n.e.","Indústria","Lisboa                                                      ","Sintra","L23-10726BST"
"IAPMEI","Stoneshield - Engineering, Lda.",,"Fabricação de outras máquinas diversas para uso específico, n.e.","Indústria","Castelo Branco                                              ","Castelo Branco","L23-01169CGD"
"IAPMEI","Streak - Engenharia em Automação, Lda.",,"Fabricação de outras máquinas diversas de uso geral, n.e.","Indústria","Coimbra                                                     ","Figueira da Foz","L23-04764CGD"
"IAPMEI","Stream Bow - Programação Informática, Lda.",,"Actividades de programação informática","Serviços","Lisboa                                                      ","Oeiras","L23-04838BCP"
"IAPMEI","Strongfloor, Unip., Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Santarém                                                    ","Ourém","L23-07053BPI"
"IAPMEI","Style for Living, Lda.",,"Comércio a retalho de outros artigos para o lar, n.e., em estabelecimentos especializados","Comércio","Porto                                                       ","Matosinhos","L23-08382BPI"
"IAPMEI","Suavemed - Especialidades Médicas, Lda.",,"Actividades de prática médica de clínica especializada, em ambulatório","Serviços","Aveiro                                                      ","Castelo de Paiva","L23-04716CGD"
"IAPMEI","Sublimar - Construção e Engenharia, Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Braga                                                       ","Guimarães","L23-06755BCP"
"IAPMEI","Sublimematriz - Mediação Imobiliária, Unip., Lda.",,"Actividades de mediação imobiliária","Serviços","Faro                                                        ","São Brás de Alportel","L23-06900CGD"
"IAPMEI","Sublinhar, Lda.",,"Comércio a retalho de vestuário para bebés e crianças, em estabelecimentos especializados","Comércio","Coimbra                                                     ","Coimbra","L23-05460CGD"
"IAPMEI","Subvisual, Lda.",,"Actividades de programação informática","Serviços","Braga                                                       ","Braga","L23-06226NB "
"IAPMEI","Successexpert, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Faro                                                        ","Lagos","L23-06008BST"
"IAPMEI","Suideneto, Lda.",,"Fabricação de mobiliário de madeira para outros fins","Indústria","Porto                                                       ","Paredes","L23-05694BPI"
"TP","Sukiya - Restaurante Asiático, Lda.",,"Restaurantes tipo tradicional","Turismo","Évora                                                       ","Évora","L23-11731BCP"
"TP","Sul Infinito Resort, Lda.",,"Apartamentos turísticos sem restaurante","Turismo","Ilha de São Miguel","Lagoa (Açores)","L23-10184BCP"
"IAPMEI","Summer Sophistication, Lda.",,"Comércio a retalho de equipamento de telecomunicações, em estabelecimentos especializados","Comércio","Braga                                                       ","Barcelos","L23-07014CGD"
"IAPMEI","Sunever - Engenharia, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Coimbra                                                     ","Figueira da Foz","L23-06145CGD"
"TP","Superercado dos Arcos, Lda.",,"Restaurantes tipo tradicional","Turismo","Lisboa                                                      ","Oeiras","L23-07893CGD"
"IAPMEI","Supermercado Pardelhas, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Aveiro                                                      ","Murtosa","L23-02244CGD"
"IAPMEI","Supermerchan - Supermercados, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Ilha da Madeira                                             ","Calheta (Madeira)","L23-07124BCP"
"IAPMEI","Superpoiares - Supermercados, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Coimbra                                                     ","Vila Nova de Poiares","L23-03440NB "
"IAPMEI","Superturquel, Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Leiria                                                      ","Alcobaça","L23-08229CAM"
"TP","Supreme Surprise, Lda.",,"Restaurantes tipo tradicional","Turismo","Faro                                                        ","Loulé","L23-11135CGD"
"IAPMEI","Supsell - Comércio e Serviços, Unip., Lda.",,"Comércio a retalho em supermercados e hipermercados","Comércio","Aveiro                                                      ","Sever do Vouga","L23-08724BCP"
"IAPMEI","Sustentada - Instalações Especiais, Lda.",,"Instalação de climatização","Construção e Imobiliário","Faro                                                        ","Lagos","L23-08459BCP"
"IAPMEI","SVDI-Ret - Serviços e Soluções de Retalho, Lda.",,"Outras actividades  relacionadas com as tecnologias da informação e informática","Serviços","Lisboa                                                      ","Lisboa","L23-06407NB "
"TP","Sweet Porto, Unip., Lda.",,"Alojamento mobilado para turistas","Turismo","Porto                                                       ","Porto","L23-07260BCP"
"IAPMEI","Sweetcare - Serviços e Produtos de Saúde, Lda.",,"Comércio a retalho de produtos cosméticos e de higiene, em estabelecimentos especializados","Comércio","Porto                                                       ","Porto","L23-09543BKI"
"IAPMEI","Swiftec, Lda.",,"Outras actividades  relacionadas com as tecnologias da informação e informática","Serviços","Vila Real                                                   ","Vila Real","L23-05527BKI"
"IAPMEI","Symmetric Wave, Lda.",,"Actividades de apoio às artes do espectáculo","Serviços","Faro                                                        ","Loulé","L23-09035BPI"
"IAPMEI","Synere, Unip., Lda.",,"Fabricação de outros produtos metálicos diversos,  n.e.","Indústria","Porto                                                       ","Paredes","L23-08661CGD"
"IAPMEI","Sysdev, Lda.",,"Actividades de consultoria em informática","Serviços","Aveiro                                                      ","Aveiro","L23-05402CGD"
"IAPMEI","Sysnovare - Innovative Solutions , S.A.",,"Actividades de programação informática","Serviços","Porto                                                       ","Porto","L23-05865BKI"
"IAPMEI","T&T - Telemática e Tecnologias de Informação, Unip., Lda.",,"Actividades de programação informática","Serviços","Lisboa                                                      ","Lisboa","L23-02932BCP"
"IAPMEI","T.L.I. - Transportes e Logística Internacionais, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Viseu                                                       ","Mangualde","L23-01336CAM"
"IAPMEI","T.M.F. - Torres, Martins & Franca, S.A.",,"Construção de outras obras de engenharia civil, n.e.","Construção e Imobiliário","Leiria                                                      ","Bombarral","L23-00511BCP"
"IAPMEI","Tabelaraiz - Construções, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Viseu                                                       ","Vouzela","L23-08300CAM"
"TP","Taberna Afonso - Mercearia e Restaurante, Lda.",,"Restaurantes típicos","Turismo","Viana do Castelo                                            ","Ponte de Lima","L23-11657BCP"
"IAPMEI","Tabor - Organização Ciclista da Borralha, Lda.",,"Fabricação de motociclos","Indústria","Aveiro                                                      ","Águeda","L23-10385BCP"
